Year,CityName,Measure,PopulationCount,MeasureId,Short_Question_Text
2017,Chicago,Obesity among adults aged >=18 Years,5876,OBESITY,Obesity
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,2223,SLEEP,Sleep <7 hours
2017,Chicago,Obesity among adults aged >=18 Years,4344,OBESITY,Obesity
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,3101,MHLTH,Mental Health
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,1857,MHLTH,Mental Health
2017,Chicago,Obesity among adults aged >=18 Years,7311,OBESITY,Obesity
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,4344,MHLTH,Mental Health
2017,Chicago,Obesity among adults aged >=18 Years,7414,OBESITY,Obesity
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,2807,SLEEP,Sleep <7 hours
2017,Chicago,Obesity among adults aged >=18 Years,3123,OBESITY,Obesity
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,1,SLEEP,Sleep <7 hours
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,3443,SLEEP,Sleep <7 hours
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,5534,SLEEP,Sleep <7 hours
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,5280,SLEEP,Sleep <7 hours
2017,Chicago,Obesity among adults aged >=18 Years,4757,OBESITY,Obesity
2017,Chicago,Obesity among adults aged >=18 Years,4660,OBESITY,Obesity
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,2838,SLEEP,Sleep <7 hours
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,7198,MHLTH,Mental Health
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,2744,SLEEP,Sleep <7 hours
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,2872,SLEEP,Sleep <7 hours
2017,Chicago,Obesity among adults aged >=18 Years,196,OBESITY,Obesity
2017,Chicago,Obesity among adults aged >=18 Years,3983,OBESITY,Obesity
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,5360,MHLTH,Mental Health
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,2830,MHLTH,Mental Health
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,3681,MHLTH,Mental Health
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,5397,MHLTH,Mental Health
2017,Chicago,Obesity among adults aged >=18 Years,1544,OBESITY,Obesity
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,2847,SLEEP,Sleep <7 hours
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,2191,MHLTH,Mental Health
2017,Chicago,Obesity among adults aged >=18 Years,3723,OBESITY,Obesity
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,2072,MHLTH,Mental Health
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,3545,MHLTH,Mental Health
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,6570,MHLTH,Mental Health
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,3550,MHLTH,Mental Health
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,4610,SLEEP,Sleep <7 hours
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,5719,MHLTH,Mental Health
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,1990,SLEEP,Sleep <7 hours
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,2488,SLEEP,Sleep <7 hours
2017,Chicago,Obesity among adults aged >=18 Years,4317,OBESITY,Obesity
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,1598,MHLTH,Mental Health
2017,Chicago,Obesity among adults aged >=18 Years,1626,OBESITY,Obesity
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,5123,SLEEP,Sleep <7 hours
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,2933,SLEEP,Sleep <7 hours
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,2963,MHLTH,Mental Health
2017,Chicago,Obesity among adults aged >=18 Years,1229,OBESITY,Obesity
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,4309,SLEEP,Sleep <7 hours
2017,Chicago,Obesity among adults aged >=18 Years,2349,OBESITY,Obesity
2017,Chicago,Obesity among adults aged >=18 Years,1819,OBESITY,Obesity
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,1495,SLEEP,Sleep <7 hours
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,3778,SLEEP,Sleep <7 hours
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,1295,MHLTH,Mental Health
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,3615,SLEEP,Sleep <7 hours
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,4302,MHLTH,Mental Health
2017,Chicago,Obesity among adults aged >=18 Years,1321,OBESITY,Obesity
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,2569,SLEEP,Sleep <7 hours
2017,Chicago,Obesity among adults aged >=18 Years,1934,OBESITY,Obesity
2017,Chicago,Obesity among adults aged >=18 Years,2212,OBESITY,Obesity
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,3266,MHLTH,Mental Health
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,4484,MHLTH,Mental Health
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,4379,SLEEP,Sleep <7 hours
2017,Chicago,Obesity among adults aged >=18 Years,3604,OBESITY,Obesity
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,5592,SLEEP,Sleep <7 hours
2017,Chicago,Obesity among adults aged >=18 Years,1650,OBESITY,Obesity
2017,Chicago,Obesity among adults aged >=18 Years,3796,OBESITY,Obesity
2017,Chicago,Obesity among adults aged >=18 Years,3244,OBESITY,Obesity
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,2385,MHLTH,Mental Health
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,1838,SLEEP,Sleep <7 hours
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,3271,MHLTH,Mental Health
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,1544,MHLTH,Mental Health
2017,Chicago,Obesity among adults aged >=18 Years,1990,OBESITY,Obesity
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,1452,MHLTH,Mental Health
2017,Chicago,Obesity among adults aged >=18 Years,4060,OBESITY,Obesity
2017,Chicago,Obesity among adults aged >=18 Years,4352,OBESITY,Obesity
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,1336,MHLTH,Mental Health
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,4832,MHLTH,Mental Health
2017,Chicago,Obesity among adults aged >=18 Years,7249,OBESITY,Obesity
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,6542,SLEEP,Sleep <7 hours
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,1243,MHLTH,Mental Health
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,3240,SLEEP,Sleep <7 hours
2017,Chicago,Obesity among adults aged >=18 Years,3611,OBESITY,Obesity
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,1275,MHLTH,Mental Health
2017,Chicago,Obesity among adults aged >=18 Years,4610,OBESITY,Obesity
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,1763,SLEEP,Sleep <7 hours
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,2539,MHLTH,Mental Health
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,2180,SLEEP,Sleep <7 hours
2017,Chicago,Obesity among adults aged >=18 Years,5369,OBESITY,Obesity
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,5887,MHLTH,Mental Health
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,1527,MHLTH,Mental Health
2017,Chicago,Obesity among adults aged >=18 Years,4795,OBESITY,Obesity
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,4785,SLEEP,Sleep <7 hours
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,3371,MHLTH,Mental Health
2017,Chicago,Obesity among adults aged >=18 Years,7083,OBESITY,Obesity
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,255,SLEEP,Sleep <7 hours
2017,Chicago,Obesity among adults aged >=18 Years,4309,OBESITY,Obesity
2017,Chicago,Obesity among adults aged >=18 Years,3066,OBESITY,Obesity
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,2462,MHLTH,Mental Health
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,6438,SLEEP,Sleep <7 hours
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,6676,SLEEP,Sleep <7 hours
2017,Chicago,Obesity among adults aged >=18 Years,3589,OBESITY,Obesity
2017,Chicago,Obesity among adults aged >=18 Years,6187,OBESITY,Obesity
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,2219,MHLTH,Mental Health
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,1756,SLEEP,Sleep <7 hours
2017,Chicago,Obesity among adults aged >=18 Years,6214,OBESITY,Obesity
2017,Chicago,Obesity among adults aged >=18 Years,3101,OBESITY,Obesity
2017,Chicago,Obesity among adults aged >=18 Years,2213,OBESITY,Obesity
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,2391,MHLTH,Mental Health
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,3892,SLEEP,Sleep <7 hours
2017,Chicago,Obesity among adults aged >=18 Years,3679,OBESITY,Obesity
2017,Chicago,Obesity among adults aged >=18 Years,3886,OBESITY,Obesity
2017,Chicago,Obesity among adults aged >=18 Years,3729,OBESITY,Obesity
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,1280,MHLTH,Mental Health
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,2940,SLEEP,Sleep <7 hours
2017,Chicago,Obesity among adults aged >=18 Years,2336,OBESITY,Obesity
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,1672,SLEEP,Sleep <7 hours
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,3976,MHLTH,Mental Health
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,1564,SLEEP,Sleep <7 hours
2017,Chicago,Obesity among adults aged >=18 Years,5521,OBESITY,Obesity
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,2386,SLEEP,Sleep <7 hours
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,2366,MHLTH,Mental Health
2017,Chicago,Obesity among adults aged >=18 Years,2870,OBESITY,Obesity
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,5648,SLEEP,Sleep <7 hours
2017,Chicago,Obesity among adults aged >=18 Years,3545,OBESITY,Obesity
2017,Chicago,Obesity among adults aged >=18 Years,3656,OBESITY,Obesity
2017,Chicago,Obesity among adults aged >=18 Years,2944,OBESITY,Obesity
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,2561,SLEEP,Sleep <7 hours
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,4844,SLEEP,Sleep <7 hours
2017,Chicago,Obesity among adults aged >=18 Years,1414,OBESITY,Obesity
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,3187,MHLTH,Mental Health
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,3950,MHLTH,Mental Health
2017,Chicago,Obesity among adults aged >=18 Years,2138,OBESITY,Obesity
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,2258,MHLTH,Mental Health
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,3640,MHLTH,Mental Health
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,5363,SLEEP,Sleep <7 hours
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,3648,MHLTH,Mental Health
2017,Chicago,Obesity among adults aged >=18 Years,1535,OBESITY,Obesity
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,4028,MHLTH,Mental Health
2017,Chicago,Obesity among adults aged >=18 Years,1545,OBESITY,Obesity
2017,Chicago,Obesity among adults aged >=18 Years,2327,OBESITY,Obesity
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,2981,MHLTH,Mental Health
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,7414,SLEEP,Sleep <7 hours
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,1761,MHLTH,Mental Health
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,2029,MHLTH,Mental Health
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,5086,MHLTH,Mental Health
2017,Chicago,Obesity among adults aged >=18 Years,1431,OBESITY,Obesity
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,1112,SLEEP,Sleep <7 hours
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,3644,SLEEP,Sleep <7 hours
2017,Chicago,Obesity among adults aged >=18 Years,2936,OBESITY,Obesity
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,4163,MHLTH,Mental Health
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,4198,SLEEP,Sleep <7 hours
2017,Chicago,Obesity among adults aged >=18 Years,2646,OBESITY,Obesity
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,4639,SLEEP,Sleep <7 hours
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,2695,SLEEP,Sleep <7 hours
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,5516,MHLTH,Mental Health
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,5768,SLEEP,Sleep <7 hours
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,1441,SLEEP,Sleep <7 hours
2017,Chicago,Obesity among adults aged >=18 Years,4249,OBESITY,Obesity
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,1391,MHLTH,Mental Health
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,1452,SLEEP,Sleep <7 hours
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,2839,MHLTH,Mental Health
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,4660,SLEEP,Sleep <7 hours
2017,Chicago,Obesity among adults aged >=18 Years,2886,OBESITY,Obesity
2017,Chicago,Obesity among adults aged >=18 Years,1421,OBESITY,Obesity
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,5411,SLEEP,Sleep <7 hours
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,755,SLEEP,Sleep <7 hours
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,4565,MHLTH,Mental Health
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,1516,SLEEP,Sleep <7 hours
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,3069,SLEEP,Sleep <7 hours
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,7254,MHLTH,Mental Health
2017,Chicago,Obesity among adults aged >=18 Years,1952,OBESITY,Obesity
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,2210,MHLTH,Mental Health
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,5148,MHLTH,Mental Health
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,7083,SLEEP,Sleep <7 hours
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,2495,SLEEP,Sleep <7 hours
2017,Chicago,Obesity among adults aged >=18 Years,1861,OBESITY,Obesity
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,3233,MHLTH,Mental Health
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,2688,MHLTH,Mental Health
2017,Chicago,Obesity among adults aged >=18 Years,6547,OBESITY,Obesity
2017,Chicago,Obesity among adults aged >=18 Years,1716,OBESITY,Obesity
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,5247,MHLTH,Mental Health
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,3648,SLEEP,Sleep <7 hours
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,1990,MHLTH,Mental Health
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,970,MHLTH,Mental Health
2017,Chicago,Obesity among adults aged >=18 Years,5112,OBESITY,Obesity
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,1321,SLEEP,Sleep <7 hours
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,4608,MHLTH,Mental Health
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,2818,MHLTH,Mental Health
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,2955,MHLTH,Mental Health
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,2892,SLEEP,Sleep <7 hours
2017,Chicago,Obesity among adults aged >=18 Years,5658,OBESITY,Obesity
2016,Chicago,Sleeping less than 7 hours among adults aged >=18 Years,6322,SLEEP,Sleep <7 hours
2017,Chicago,Mental health not good for >=14 days among adults aged >=18 Years,1562,MHLTH,Mental Health
